name	taxonomy_id	taxonomy_lvl	sample_Neg_num	sample_Neg_frac	sample_No-Tube-1_num	sample_No-Tube-1_frac	sample_No-Tube-2_num	sample_No-Tube-2_frac	sample_Pos_num	sample_Pos_frac
Yersinia hibernica	2339259	S	0	0.00000	13	0.00000	0	0.00000	11	0.00000
Yersinia aldovae	29483	S	0	0.00000	11	0.00000	0	0.00000	27	0.00000
Yersinia kristensenii	28152	S	0	0.00000	10	0.00000	0	0.00000	14	0.00000
Rahnella sp. ERMR1:05	1805933	S	0	0.00000	96	0.00000	0	0.00000	153	0.00000
Rahnella aquatilis	34038	S	0	0.00000	78	0.00000	0	0.00000	108	0.00000
Candidatus Fukatsuia symbiotica	1878942	S	0	0.00000	72	0.00000	0	0.00000	95	0.00000
Nissabacter sp. SGAir0207	2126321	S	0	0.00000	51	0.00000	0	0.00000	89	0.00000
Chania multitudinisentens	1639108	S	0	0.00000	47	0.00000	0	0.00000	90	0.00000
Rouxiella badensis	1646377	S	0	0.00000	36	0.00000	0	0.00000	56	0.00000
Pantoea stewartii	66269	S	0	0.00000	288	0.00001	0	0.00000	471	0.00001
Pantoea sp. At-9b	592316	S	0	0.00000	96	0.00000	0	0.00000	156	0.00000
Pantoea sp. 201603H	2479547	S	0	0.00000	74	0.00000	0	0.00000	161	0.00000
Pantoea sp. SO10	2575375	S	0	0.00000	33	0.00000	0	0.00000	57	0.00000
Pantoea sp. PSNIH1	1484158	S	0	0.00000	31	0.00000	0	0.00000	49	0.00000
Pantoea sp. CCBC3-3-1	2490851	S	0	0.00000	29	0.00000	0	0.00000	43	0.00000
Pantoea ananatis	553	S	0	0.00000	201	0.00000	0	0.00000	254	0.00000
Candidatus Pantoea carbekii	1235990	S	0	0.00000	85	0.00000	0	0.00000	129	0.00000
Pantoea vagans	470934	S	0	0.00000	57	0.00000	0	0.00000	87	0.00000
Pantoea alhagi	1891675	S	0	0.00000	45	0.00000	0	0.00000	74	0.00000
Pantoea rwandensis	1076550	S	0	0.00000	33	0.00000	0	0.00000	62	0.00000
Pantoea dispersa	59814	S	0	0.00000	31	0.00000	0	0.00000	52	0.00000
Candidatus Erwinia haradaeae	1922217	S	0	0.00000	133	0.00000	0	0.00000	321	0.00000
Erwinia amylovora	552	S	0	0.00000	59	0.00000	0	0.00000	86	0.00000
Erwinia tasmaniensis	338565	S	0	0.00000	45	0.00000	0	0.00000	86	0.00000
Erwinia gerundensis	1619313	S	0	0.00000	44	0.00000	0	0.00000	91	0.00000
Erwinia sp. J780	2681984	S	0	0.00000	21	0.00000	0	0.00000	35	0.00000
Erwinia sp. Ejp617	215689	S	0	0.00000	17	0.00000	0	0.00000	17	0.00000
Erwinia persicina	55211	S	0	0.00000	21	0.00000	0	0.00000	31	0.00000
Tatumella citrea	53336	S	0	0.00000	57	0.00000	0	0.00000	97	0.00000
Tatumella ptyseos	82987	S	0	0.00000	49	0.00000	0	0.00000	101	0.00000
Tatumella sp. TA1	2487345	S	0	0.00000	26	0.00000	0	0.00000	53	0.00000
Mixta intestinalis	1615494	S	0	0.00000	31	0.00000	0	0.00000	44	0.00000
Mixta theicola	1458355	S	0	0.00000	20	0.00000	0	0.00000	29	0.00000
Mixta calida	665913	S	0	0.00000	18	0.00000	0	0.00000	43	0.00000
Mixta gaviniae	665914	S	0	0.00000	10	0.00000	0	0.00000	31	0.00000
Wigglesworthia glossinidia	51229	S	0	0.00000	21	0.00000	0	0.00000	20	0.00000
Xenorhabdus doucetiae	351671	S	0	0.00000	138	0.00000	0	0.00000	163	0.00000
Xenorhabdus poinarii	40577	S	0	0.00000	128	0.00000	0	0.00000	198	0.00000
Xenorhabdus nematophila	628	S	0	0.00000	79	0.00000	0	0.00000	117	0.00000
Xenorhabdus bovienii	40576	S	0	0.00000	63	0.00000	0	0.00000	80	0.00000
Xenorhabdus hominickii	351679	S	0	0.00000	36	0.00000	0	0.00000	53	0.00000
Proteus mirabilis	584	S	0	0.00000	347	0.00001	0	0.00000	553	0.00001
Proteus vulgaris	585	S	0	0.00000	57	0.00000	0	0.00000	85	0.00000
Providencia stuartii	588	S	0	0.00000	63	0.00000	0	0.00000	97	0.00000
Providencia sneebia	516075	S	0	0.00000	33	0.00000	0	0.00000	55	0.00000
Providencia alcalifaciens	126385	S	0	0.00000	23	0.00000	0	0.00000	25	0.00000
Providencia heimbachae	333962	S	0	0.00000	21	0.00000	0	0.00000	49	0.00000
Providencia rettgeri	587	S	0	0.00000	12	0.00000	0	0.00000	17	0.00000
Photorhabdus laumondii	2218628	S	0	0.00000	73	0.00000	0	0.00000	97	0.00000
Photorhabdus asymbiotica	291112	S	0	0.00000	71	0.00000	0	0.00000	113	0.00000
Photorhabdus thracensis	230089	S	0	0.00000	14	0.00000	0	0.00000	46	0.00000
Morganella morganii	582	S	0	0.00000	168	0.00000	0	0.00000	280	0.00000
Arsenophonus nasoniae	638	S	0	0.00000	69	0.00000	0	0.00000	105	0.00000
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	S	0	0.00000	29	0.00000	0	0.00000	45	0.00000
Candidatus Arsenophonus lipoptenae	634113	S	0	0.00000	14	0.00000	0	0.00000	24	0.00000
Dickeya zeae	204042	S	0	0.00000	155	0.00000	0	0.00000	299	0.00000
Dickeya sp. NCPPB 3274	568766	S	0	0.00000	19	0.00000	0	0.00000	38	0.00000
Dickeya sp. NCPPB 569	568768	S	0	0.00000	15	0.00000	0	0.00000	26	0.00000
Dickeya chrysanthemi	556	S	0	0.00000	61	0.00000	0	0.00000	99	0.00000
Dickeya paradisiaca	69223	S	0	0.00000	55	0.00000	0	0.00000	68	0.00000
Dickeya dianthicola	204039	S	0	0.00000	40	0.00000	0	0.00000	64	0.00000
Dickeya dadantii	204038	S	0	0.00000	18	0.00000	0	0.00000	34	0.00000
Dickeya fangzhongdai	1778540	S	0	0.00000	14	0.00000	0	0.00000	17	0.00000
Pectobacterium parmentieri	1905730	S	0	0.00000	117	0.00000	0	0.00000	105	0.00000
Pectobacterium carotovorum	554	S	0	0.00000	107	0.00000	0	0.00000	181	0.00000
Pectobacterium polaris	2042057	S	0	0.00000	55	0.00000	0	0.00000	91	0.00000
Pectobacterium brasiliense	180957	S	0	0.00000	43	0.00000	0	0.00000	60	0.00000
Pectobacterium punjabense	2108399	S	0	0.00000	28	0.00000	0	0.00000	42	0.00000
Pectobacterium odoriferum	78398	S	0	0.00000	25	0.00000	0	0.00000	47	0.00000
Pectobacterium atrosepticum	29471	S	0	0.00000	23	0.00000	0	0.00000	49	0.00000
Candidatus Sodalis pierantonius	1486991	S	0	0.00000	157	0.00000	0	0.00000	233	0.00000
Sodalis praecaptivus	1239307	S	0	0.00000	77	0.00000	0	0.00000	116	0.00000
Sodalis endosymbiont of Henestaris halophilus	1929246	S	0	0.00000	63	0.00000	0	0.00000	100	0.00000
Sodalis glossinidius	63612	S	0	0.00000	57	0.00000	0	0.00000	79	0.00000
Brenneria rubrifaciens	55213	S	0	0.00000	90	0.00000	0	0.00000	153	0.00000
Brenneria goodwinii	1109412	S	0	0.00000	63	0.00000	0	0.00000	110	0.00000
Lonsdalea britannica	1082704	S	0	0.00000	38	0.00000	0	0.00000	30	0.00000
Edwardsiella ictaluri	67780	S	0	0.00000	125	0.00000	0	0.00000	135	0.00000
Edwardsiella tarda	636	S	0	0.00000	78	0.00000	0	0.00000	101	0.00000
Edwardsiella anguillarum	1821960	S	0	0.00000	37	0.00000	0	0.00000	47	0.00000
Edwardsiella piscicida	1263550	S	0	0.00000	25	0.00000	0	0.00000	48	0.00000
Edwardsiella hoshinae	93378	S	0	0.00000	21	0.00000	0	0.00000	47	0.00000
Hafnia paralvei	546367	S	0	0.00000	53	0.00000	0	0.00000	98	0.00000
Hafnia alvei	569	S	0	0.00000	17	0.00000	0	0.00000	34	0.00000
Obesumbacterium proteus	82983	S	0	0.00000	12	0.00000	0	0.00000	25	0.00000
Pragia fontium	82985	S	0	0.00000	71	0.00000	0	0.00000	116	0.00000
Pragia sp. CF-458	2498113	S	0	0.00000	19	0.00000	0	0.00000	46	0.00000
Leminorella richardii	158841	S	0	0.00000	35	0.00000	0	0.00000	55	0.00000
Plesiomonas shigelloides	703	S	0	0.00000	80	0.00000	0	0.00000	115	0.00000
Phytobacter ursingii	1972431	S	0	0.00000	32	0.00000	0	0.00000	55	0.00000
Pseudomonas nitroreducens	46680	S	0	0.00000	1793	0.00004	0	0.00000	2390	0.00003
Pseudomonas multiresinivorans	95301	S	0	0.00000	1685	0.00004	0	0.00000	2307	0.00002
Pseudomonas furukawaii	1149133	S	0	0.00000	2410	0.00006	0	0.00000	3037	0.00003
Pseudomonas resinovorans	53412	S	0	0.00000	2447	0.00006	0	0.00000	3240	0.00003
Pseudomonas sp. ATCC 13867	1294143	S	0	0.00000	3025	0.00007	0	0.00000	3955	0.00004
Pseudomonas sp. SCB32	2653853	S	0	0.00000	2743	0.00007	0	0.00000	3682	0.00004
Pseudomonas sp. K2W31S-8	2320867	S	0	0.00000	2353	0.00006	0	0.00000	3022	0.00003
Pseudomonas sp. PE08	2604832	S	0	0.00000	2043	0.00005	0	0.00000	2841	0.00003
Pseudomonas sp. CC6-YY-74	1930532	S	0	0.00000	1724	0.00004	0	0.00000	2185	0.00002
Pseudomonas sp. TCU-HL1	1856685	S	0	0.00000	1681	0.00004	0	0.00000	2206	0.00002
Pseudomonas sp. DY-1	1755504	S	0	0.00000	1599	0.00004	0	0.00000	2161	0.00002
Pseudomonas sp. StFLB209	1028989	S	0	0.00000	872	0.00002	0	0.00000	1156	0.00001
Pseudomonas sp. CMR5c	658630	S	0	0.00000	781	0.00002	0	0.00000	1076	0.00001
Pseudomonas sp. SNU WT1	2518644	S	0	0.00000	758	0.00002	0	0.00000	1021	0.00001
Pseudomonas sp. 02C 26	2054914	S	0	0.00000	722	0.00002	0	0.00000	866	0.00001
Pseudomonas sp. R32	1573704	S	0	0.00000	721	0.00002	0	0.00000	990	0.00001
Pseudomonas sp. AK6U	1978467	S	0	0.00000	695	0.00002	0	0.00000	1080	0.00001
Pseudomonas sp. 7SR1	1881017	S	0	0.00000	689	0.00002	0	0.00000	989	0.00001
Pseudomonas sp. HLS-6	2049589	S	0	0.00000	545	0.00001	0	0.00000	787	0.00001
Pseudomonas sp. S-6-2	1931241	S	0	0.00000	537	0.00001	0	0.00000	756	0.00001
Pseudomonas sp. DG56-2	2320270	S	0	0.00000	530	0.00001	0	0.00000	702	0.00001
Pseudomonas sp. SK	2729423	S	0	0.00000	498	0.00001	0	0.00000	635	0.00001
Pseudomonas sp. Leaf58	1736226	S	0	0.00000	479	0.00001	0	0.00000	534	0.00001
Pseudomonas sp. M30-35	1981174	S	0	0.00000	410	0.00001	0	0.00000	555	0.00001
Pseudomonas sp. CCOS 191	1649877	S	0	0.00000	402	0.00001	0	0.00000	548	0.00001
Pseudomonas sp. LAB-08	143813	S	0	0.00000	385	0.00001	0	0.00000	501	0.00001
Pseudomonas sp. UW4	1207075	S	0	0.00000	348	0.00001	0	0.00000	491	0.00001
Pseudomonas sp. ADAK18	2730848	S	0	0.00000	341	0.00001	0	0.00000	473	0.00001
Pseudomonas sp. URMO17WK12:I11	1283291	S	0	0.00000	305	0.00001	0	0.00000	408	0.00000
Pseudomonas sp. MPC6	2498848	S	0	0.00000	301	0.00001	0	0.00000	443	0.00000
Pseudomonas sp. DTU12.3	2073078	S	0	0.00000	295	0.00001	0	0.00000	420	0.00000
Pseudomonas sp. R2A2	2213057	S	0	0.00000	288	0.00001	0	0.00000	368	0.00000
Pseudomonas sp. S09G 359	2054919	S	0	0.00000	275	0.00001	0	0.00000	347	0.00000
Pseudomonas sp. ADAK13	2730847	S	0	0.00000	266	0.00001	0	0.00000	347	0.00000
Pseudomonas sp. 11K1	2505979	S	0	0.00000	260	0.00001	0	0.00000	324	0.00000
Pseudomonas sp. S35	1573719	S	0	0.00000	255	0.00001	0	0.00000	307	0.00000
Pseudomonas sp. S34	1573718	S	0	0.00000	255	0.00001	0	0.00000	333	0.00000
Pseudomonas sp. THAF7b	2587845	S	0	0.00000	253	0.00001	0	0.00000	347	0.00000
Pseudomonas sp. gcc21	2726989	S	0	0.00000	243	0.00001	0	0.00000	304	0.00000
Pseudomonas sp. LG1E9	2219057	S	0	0.00000	239	0.00001	0	0.00000	344	0.00000
Pseudomonas sp. OIL-1	2706126	S	0	0.00000	236	0.00001	0	0.00000	335	0.00000
Pseudomonas sp. 31-12	2201356	S	0	0.00000	229	0.00001	0	0.00000	271	0.00000
Pseudomonas sp. R5-89-07	658644	S	0	0.00000	224	0.00001	0	0.00000	320	0.00000
Pseudomonas sp. NS1(2017)	2025658	S	0	0.00000	222	0.00001	0	0.00000	317	0.00000
Pseudomonas sp. R76	1573711	S	0	0.00000	208	0.00001	0	0.00000	357	0.00000
Pseudomonas sp. S150	2559074	S	0	0.00000	205	0.00001	0	0.00000	280	0.00000
Pseudomonas sp. R84	1573712	S	0	0.00000	195	0.00000	0	0.00000	294	0.00000
Pseudomonas sp. MRSN12121	1611770	S	0	0.00000	186	0.00000	0	0.00000	297	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	0	0.00000	179	0.00000	0	0.00000	240	0.00000
Pseudomonas sp. ACM7	2052956	S	0	0.00000	175	0.00000	0	0.00000	216	0.00000
Pseudomonas sp. IB20	1702250	S	0	0.00000	173	0.00000	0	0.00000	256	0.00000
Pseudomonas sp. DR 5-09	1534110	S	0	0.00000	166	0.00000	0	0.00000	194	0.00000
Pseudomonas sp. Os17	1500686	S	0	0.00000	162	0.00000	0	0.00000	189	0.00000
Pseudomonas sp. CMR12a	658629	S	0	0.00000	153	0.00000	0	0.00000	146	0.00000
Pseudomonas sp. NIBRBAC000502773	2590776	S	0	0.00000	149	0.00000	0	0.00000	217	0.00000
Pseudomonas sp. B10	118613	S	0	0.00000	146	0.00000	0	0.00000	183	0.00000
Pseudomonas sp. 09C 129	2054915	S	0	0.00000	141	0.00000	0	0.00000	156	0.00000
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	0	0.00000	140	0.00000	0	0.00000	179	0.00000
Pseudomonas sp. FGI182	1259844	S	0	0.00000	137	0.00000	0	0.00000	208	0.00000
Pseudomonas sp. St29	1500687	S	0	0.00000	131	0.00000	0	0.00000	184	0.00000
Pseudomonas sp. BJP69	2597770	S	0	0.00000	120	0.00000	0	0.00000	156	0.00000
Pseudomonas sp. LTJR-52	2479392	S	0	0.00000	116	0.00000	0	0.00000	121	0.00000
Pseudomonas sp. FDAARGOS_380	2018067	S	0	0.00000	104	0.00000	0	0.00000	146	0.00000
Pseudomonas sp. PONIH3	1636610	S	0	0.00000	100	0.00000	0	0.00000	157	0.00000
Pseudomonas sp. RU47	2005388	S	0	0.00000	96	0.00000	0	0.00000	140	0.00000
Pseudomonas sp. MYb193	1827300	S	0	0.00000	87	0.00000	0	0.00000	135	0.00000
Pseudomonas sp. SXM-1	2169583	S	0	0.00000	84	0.00000	0	0.00000	102	0.00000
Pseudomonas sp. LBUM920	2126069	S	0	0.00000	75	0.00000	0	0.00000	90	0.00000
Pseudomonas sp. S49	1573720	S	0	0.00000	73	0.00000	0	0.00000	89	0.00000
Pseudomonas sp. CFSAN084952	2664899	S	0	0.00000	65	0.00000	0	0.00000	103	0.00000
Pseudomonas sp. J380	2605424	S	0	0.00000	64	0.00000	0	0.00000	109	0.00000
Pseudomonas sp. LG1D9	2083054	S	0	0.00000	63	0.00000	0	0.00000	100	0.00000
Pseudomonas sp. C27(2019)	2604941	S	0	0.00000	63	0.00000	0	0.00000	110	0.00000
Pseudomonas sp. ADAK22	2730851	S	0	0.00000	57	0.00000	0	0.00000	80	0.00000
Pseudomonas sp. TKP	1415630	S	0	0.00000	56	0.00000	0	0.00000	75	0.00000
Pseudomonas sp. DTU12.1	2654238	S	0	0.00000	51	0.00000	0	0.00000	66	0.00000
Pseudomonas sp. R3-18-08	1173283	S	0	0.00000	49	0.00000	0	0.00000	53	0.00000
Pseudomonas sp. GR 6-02	1659194	S	0	0.00000	48	0.00000	0	0.00000	84	0.00000
Pseudomonas sp. NC02	2067572	S	0	0.00000	46	0.00000	0	0.00000	80	0.00000
Pseudomonas sp. SWI36	2083052	S	0	0.00000	45	0.00000	0	0.00000	60	0.00000
Pseudomonas sp. XWY-1	2069256	S	0	0.00000	45	0.00000	0	0.00000	79	0.00000
Pseudomonas sp. s211(2017)	2045200	S	0	0.00000	45	0.00000	0	0.00000	53	0.00000
Pseudomonas sp. LH1G9	2083055	S	0	0.00000	44	0.00000	0	0.00000	77	0.00000
Pseudomonas sp. ATCC 43928	676210	S	0	0.00000	44	0.00000	0	0.00000	56	0.00000
Pseudomonas sp. R4-39-08	1173288	S	0	0.00000	43	0.00000	0	0.00000	58	0.00000
Pseudomonas sp. JY-Q	1338689	S	0	0.00000	41	0.00000	0	0.00000	62	0.00000
Pseudomonas sp. A214	1855331	S	0	0.00000	37	0.00000	0	0.00000	50	0.00000
Pseudomonas sp. VLB120	69328	S	0	0.00000	31	0.00000	0	0.00000	42	0.00000
Pseudomonas sp. R4-35-07	658643	S	0	0.00000	31	0.00000	0	0.00000	27	0.00000
Pseudomonas sp. SWI6	2083051	S	0	0.00000	30	0.00000	0	0.00000	50	0.00000
Pseudomonas sp. R4-34-07	658642	S	0	0.00000	26	0.00000	0	0.00000	34	0.00000
Pseudomonas sp. R2-37-08W	1173273	S	0	0.00000	24	0.00000	0	0.00000	31	0.00000
Pseudomonas sp. SWI44	2083053	S	0	0.00000	24	0.00000	0	0.00000	18	0.00000
Pseudomonas sp. R2-60-08W	1173280	S	0	0.00000	23	0.00000	0	0.00000	24	0.00000
Pseudomonas sp. R1-43-08	1173270	S	0	0.00000	22	0.00000	0	0.00000	33	0.00000
Pseudomonas sp. R11-23-07	658632	S	0	0.00000	22	0.00000	0	0.00000	29	0.00000
Pseudomonas sp. R2-7-07	658641	S	0	0.00000	19	0.00000	0	0.00000	27	0.00000
Pseudomonas sp. TMW 2.1634	1886807	S	0	0.00000	19	0.00000	0	0.00000	24	0.00000
Pseudomonas sp. SWI7	2587597	S	0	0.00000	19	0.00000	0	0.00000	25	0.00000
Pseudomonas sp. KUIN-1	2609418	S	0	0.00000	18	0.00000	0	0.00000	18	0.00000
Pseudomonas sp. R3-52-08	1173284	S	0	0.00000	17	0.00000	0	0.00000	27	0.00000
Pseudomonas sp. LTGT-11-2Z	2479393	S	0	0.00000	10	0.00000	0	0.00000	25	0.00000
Pseudomonas protegens	380021	S	0	0.00000	2049	0.00005	0	0.00000	2679	0.00003
Pseudomonas orientalis	76758	S	0	0.00000	848	0.00002	0	0.00000	1193	0.00001
Pseudomonas mediterranea	183795	S	0	0.00000	530	0.00001	0	0.00000	697	0.00001
Pseudomonas trivialis	200450	S	0	0.00000	440	0.00001	0	0.00000	638	0.00001
Pseudomonas corrugata	47879	S	0	0.00000	406	0.00001	0	0.00000	563	0.00001
Pseudomonas mucidolens	46679	S	0	0.00000	403	0.00001	0	0.00000	500	0.00001
Pseudomonas poae	200451	S	0	0.00000	390	0.00001	0	0.00000	488	0.00001
Pseudomonas cedrina	651740	S	0	0.00000	318	0.00001	0	0.00000	385	0.00000
Pseudomonas mandelii	75612	S	0	0.00000	290	0.00001	0	0.00000	400	0.00000
Pseudomonas brenneri	129817	S	0	0.00000	269	0.00001	0	0.00000	354	0.00000
Pseudomonas extremorientalis	169669	S	0	0.00000	221	0.00001	0	0.00000	254	0.00000
Pseudomonas libanensis	75588	S	0	0.00000	194	0.00000	0	0.00000	286	0.00000
Pseudomonas veronii	76761	S	0	0.00000	142	0.00000	0	0.00000	196	0.00000
Pseudomonas migulae	78543	S	0	0.00000	34	0.00000	0	0.00000	43	0.00000
Pseudomonas plecoglossicida	70775	S	0	0.00000	667	0.00002	0	0.00000	919	0.00001
Pseudomonas mosselii	78327	S	0	0.00000	140	0.00000	0	0.00000	184	0.00000
Pseudomonas sp. SGAir0191	2217867	S	0	0.00000	105	0.00000	0	0.00000	155	0.00000
Pseudomonas xanthomarina	271420	S	0	0.00000	895	0.00002	0	0.00000	1094	0.00001
Pseudomonas luteola	47886	S	0	0.00000	128	0.00000	0	0.00000	183	0.00000
Pseudomonas lundensis	86185	S	0	0.00000	363	0.00001	0	0.00000	488	0.00001
Pseudomonas taetrolens	47884	S	0	0.00000	356	0.00001	0	0.00000	451	0.00000
Pseudomonas fragi	296	S	0	0.00000	275	0.00001	0	0.00000	366	0.00000
Pseudomonas knackmussii	65741	S	0	0.00000	4806	0.00012	0	0.00000	6489	0.00007
Pseudomonas syringae	317	S	0	0.00000	1245	0.00003	0	0.00000	1754	0.00002
Pseudomonas cichorii	36746	S	0	0.00000	454	0.00001	0	0.00000	580	0.00001
Pseudomonas syringae group genomosp. 3	251701	S	0	0.00000	423	0.00001	0	0.00000	519	0.00001
Pseudomonas asturiensis	1190415	S	0	0.00000	394	0.00001	0	0.00000	587	0.00001
Pseudomonas viridiflava	33069	S	0	0.00000	377	0.00001	0	0.00000	569	0.00001
Pseudomonas coronafaciens	53409	S	0	0.00000	308	0.00001	0	0.00000	403	0.00000
Pseudomonas fuscovaginae	50340	S	0	0.00000	255	0.00001	0	0.00000	359	0.00000
Pseudomonas amygdali	47877	S	0	0.00000	88	0.00000	0	0.00000	113	0.00000
Pseudomonas savastanoi	29438	S	0	0.00000	17	0.00000	0	0.00000	22	0.00000
Pseudomonas sp. Lz4W	1206777	S	0	0.00000	28	0.00000	0	0.00000	32	0.00000
Pseudomonas otitidis	319939	S	0	0.00000	3581	0.00009	0	0.00000	4551	0.00005
Pseudomonas denitrificans (nomen rejiciendum)	43306	S	0	0.00000	2434	0.00006	0	0.00000	3153	0.00003
Pseudomonas oryzae	1392877	S	0	0.00000	2118	0.00005	0	0.00000	2882	0.00003
Pseudomonas psychrotolerans	237610	S	0	0.00000	1764	0.00004	0	0.00000	2397	0.00003
Pseudomonas entomophila	312306	S	0	0.00000	1748	0.00004	0	0.00000	2420	0.00003
Pseudomonas guangdongensis	1245526	S	0	0.00000	1727	0.00004	0	0.00000	2298	0.00002
Pseudomonas parafulva	157782	S	0	0.00000	1121	0.00003	0	0.00000	1393	0.00001
Pseudomonas alkylphenolica	237609	S	0	0.00000	965	0.00002	0	0.00000	1295	0.00001
Pseudomonas cremoricolorata	157783	S	0	0.00000	874	0.00002	0	0.00000	1139	0.00001
Pseudomonas saudiphocaensis	1499686	S	0	0.00000	794	0.00002	0	0.00000	1046	0.00001
Pseudomonas rhizosphaerae	216142	S	0	0.00000	784	0.00002	0	0.00000	1108	0.00001
Pseudomonas pohangensis	364197	S	0	0.00000	753	0.00002	0	0.00000	1056	0.00001
Pseudomonas agarici	46677	S	0	0.00000	654	0.00002	0	0.00000	902	0.00001
Pseudomonas frederiksbergensis	104087	S	0	0.00000	652	0.00002	0	0.00000	897	0.00001
Pseudomonas graminis	158627	S	0	0.00000	623	0.00002	31	0.00079	843	0.00001
Pseudomonas brassicacearum	930166	S	0	0.00000	567	0.00001	0	0.00000	805	0.00001
Pseudomonas umsongensis	198618	S	0	0.00000	552	0.00001	0	0.00000	799	0.00001
Pseudomonas marincola	437900	S	0	0.00000	546	0.00001	0	0.00000	768	0.00001
Pseudomonas koreensis	198620	S	0	0.00000	519	0.00001	0	0.00000	707	0.00001
Pseudomonas moraviensis	321662	S	0	0.00000	442	0.00001	0	0.00000	589	0.00001
Pseudomonas xinjiangensis	487184	S	0	0.00000	433	0.00001	0	0.00000	603	0.00001
Pseudomonas vancouverensis	95300	S	0	0.00000	421	0.00001	0	0.00000	504	0.00001
Pseudomonas sabulinigri	472181	S	0	0.00000	413	0.00001	0	0.00000	595	0.00001
Pseudomonas litoralis	797277	S	0	0.00000	412	0.00001	0	0.00000	542	0.00001
Pseudomonas lurida	244566	S	0	0.00000	379	0.00001	0	0.00000	485	0.00001
Pseudomonas yamanorum	515393	S	0	0.00000	352	0.00001	0	0.00000	458	0.00000
Pseudomonas prosekii	1148509	S	0	0.00000	350	0.00001	0	0.00000	417	0.00000
Pseudomonas antarctica	219572	S	0	0.00000	335	0.00001	0	0.00000	446	0.00000
Pseudomonas silesiensis	1853130	S	0	0.00000	333	0.00001	0	0.00000	468	0.00001
Pseudomonas pelagia	553151	S	0	0.00000	311	0.00001	0	0.00000	448	0.00000
Pseudomonas thivervalensis	86265	S	0	0.00000	308	0.00001	0	0.00000	414	0.00000
Pseudomonas kribbensis	1628086	S	0	0.00000	304	0.00001	0	0.00000	402	0.00000
Pseudomonas palleroniana	191390	S	0	0.00000	299	0.00001	0	0.00000	380	0.00000
Pseudomonas extremaustralis	359110	S	0	0.00000	295	0.00001	0	0.00000	491	0.00001
Pseudomonas psychrophila	122355	S	0	0.00000	273	0.00001	0	0.00000	395	0.00000
Pseudomonas lini	163011	S	0	0.00000	270	0.00001	0	0.00000	398	0.00000
Pseudomonas salegens	1434072	S	0	0.00000	259	0.00001	0	0.00000	376	0.00000
Pseudomonas arsenicoxydans	702115	S	0	0.00000	258	0.00001	0	0.00000	339	0.00000
Pseudomonas asplenii	53407	S	0	0.00000	210	0.00001	0	0.00000	283	0.00000
Pseudomonas granadensis	1421430	S	0	0.00000	141	0.00000	0	0.00000	192	0.00000
Pseudomonas soli	1306993	S	0	0.00000	134	0.00000	0	0.00000	160	0.00000
Pseudomonas lactis	1615674	S	0	0.00000	121	0.00000	0	0.00000	148	0.00000
Candidatus Pseudomonas adelgestsugas	1302376	S	0	0.00000	50	0.00000	0	0.00000	51	0.00000
Pseudomonas cerasi	1583341	S	0	0.00000	36	0.00000	0	0.00000	43	0.00000
Azotobacter vinelandii	354	S	0	0.00000	35	0.00000	0	0.00000	48	0.00000
Azotobacter salinestris	69964	S	0	0.00000	26	0.00000	0	0.00000	30	0.00000
Azotobacter chroococcum	353	S	0	0.00000	19	0.00000	0	0.00000	42	0.00000
Oblitimonas alkaliphila	1697053	S	0	0.00000	36	0.00000	0	0.00000	63	0.00000
Permianibacter aggregans	1510150	S	0	0.00000	27	0.00000	0	0.00000	55	0.00000
Acinetobacter nosocomialis	106654	S	0	0.00000	11	0.00000	0	0.00000	45	0.00000
Moraxella catarrhalis	480	S	0	0.00000	13	0.00000	0	0.00000	22	0.00000
Xanthomonas arboricola	56448	S	0	0.00000	35	0.00000	0	0.00000	45	0.00000
Xanthomonas hortorum	56454	S	0	0.00000	23	0.00000	0	0.00000	35	0.00000
Xanthomonas hyacinthi	56455	S	0	0.00000	21	0.00000	0	0.00000	37	0.00000
Xanthomonas oryzae	347	S	0	0.00000	17	0.00000	0	0.00000	24	0.00000
Xylella taiwanensis	1444770	S	0	0.00000	12	0.00000	0	0.00000	16	0.00000
Pseudoxanthomonas spadix	415229	S	0	0.00000	11	0.00000	0	0.00000	15	0.00000
Aerosticca soli	2010829	S	0	0.00000	10	0.00000	0	0.00000	17	0.00000
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	S	0	0.00000	166	0.00000	0	0.00000	811	0.00001
Mannheimia haemolytica	75985	S	0	0.00000	125	0.00000	0	0.00000	208	0.00000
Mannheimia varigena	85404	S	0	0.00000	17	0.00000	0	0.00000	25	0.00000
Haemophilus influenzae	727	S	0	0.00000	74	0.00000	0	0.00000	163	0.00000
[Haemophilus] ducreyi	730	S	0	0.00000	44	0.00000	0	0.00000	69	0.00000
Haemophilus haemolyticus	726	S	0	0.00000	21	0.00000	0	0.00000	28	0.00000
Actinobacillus pleuropneumoniae	715	S	0	0.00000	103	0.00000	0	0.00000	176	0.00000
Glaesserella parasuis	738	S	0	0.00000	69	0.00000	0	0.00000	92	0.00000
Aggregatibacter aphrophilus	732	S	0	0.00000	21	0.00000	0	0.00000	25	0.00000
